time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.005,,5048000,1207000,3016000,1580000,105000,5920000,89000,14000,14000,158000,79000,65000,2592000,7254000,9846000,25000000,116.6,113,90.5,110.525,115.5866,113.675,108.6116,116.15,113
0.204,,5048000,853000,1473000,740000,3372000,5920000,20000,32000,11000,158000,68000,65000,2414000,3545000,5959000,25000000,116.6,113,90.5,110.525,115.5866,113.675,108.6116,116.15,113
0.404,,5179000,1162000,1639000,1620000,5789000,5920000,20000,32000,25000,214000,77000,65000,2365000,3276000,5641000,25000000,116.6,113.45,90.5,110.525,115.5866,113.675,108.6116,116.15,113
0.604,,5179000,1233000,1900000,874000,5545000,5743000,20000,32000,14000,214000,68000,65000,2413000,4159000,6572000,25000000,116.6,113,90.5,110.6366,115.7,113.7866,108.6116,116.2616,113.1116
0.804,,5179000,970000,1306000,589000,105000,5743000,20000,32000,7000,214000,68000,65000,2359000,4363000,6722000,25000000,116.6,113,90.5,110.6366,115.7,113.7866,108.6116,116.2616,113.1116
1.004,,5307000,914000,1267000,1300000,4205000,5743000,20000,76000,7000,289000,72000,65000,2363000,3895000,6258000,25000000,116.6,113,90.5,110.6366,115.7,113.7866,108.6116,116.2616,113.1116
1.204,,5307000,1132000,1267000,1040000,1612000,5957000,20000,32000,14000,289000,70000,65000,2364000,3931000,6295000,25000000,116.6,113,90.5,110.6366,115.7,113.7866,108.6116,116.2616,113.1116
1.404,,5307000,907000,1219000,1178000,2282000,5957000,20000,32000,11000,289000,68000,65000,2263000,3858000,6121000,25000000,116.6,113,90.5,110.6366,115.7,113.7866,108.6116,116.2616,113.1116
1.604,,4898000,1309000,1107000,630000,105000,5957000,20000,656000,4000,245000,86000,65000,2206000,8418000,10624000,25000000,116.6,113,90.5,110.6366,115.8116,113.9,108.725,116.375,113.225
1.804,,4898000,968000,1315000,625000,105000,5333000,20000,32000,14000,245000,68000,65000,2208000,3121000,5329000,25000000,116.6,113,90.5,110.6366,115.8116,113.9,108.725,116.375,113.225
2.004,,4898000,968000,1124000,700000,105000,5333000,20000,32000,11000,245000,68000,65000,2179000,3619000,5798000,25000000,116.6,113,90.5,110.6366,115.8116,113.9,108.725,116.375,113.225
2.204,,4651000,914000,1315000,491000,105000,5333000,20000,32000,11000,236000,68000,65000,2168000,3098000,5266000,25000000,116.6,113,90.5,110.6366,115.8116,113.9,108.725,116.375,113.225
2.404,,4651000,955000,1179000,508000,105000,5413000,20000,32000,4000,236000,68000,65000,2187000,2703000,4890000,25000000,116.6,113,90.5,110.6366,115.8116,113.9,108.725,116.375,113.225
2.605,,4651000,907000,1948000,660000,230000,5413000,30000,11000,11000,236000,70000,65000,2052000,2808000,4860000,25000000,116.6,113,90.5,110.75,115.925,113.9,108.725,116.375,113.225
2.804,,4569000,914000,1219000,610000,105000,5413000,40000,14000,11000,205000,68000,65000,2039000,3275000,5314000,25000000,116.6,112.55,90.5,110.75,115.925,113.9,108.725,116.375,113.225
3.004,,4569000,833000,1362000,573000,105000,4938000,20000,14000,14000,205000,70000,65000,2090000,3324000,5414000,25000000,116.6,112.55,90.5,110.75,115.925,113.9,108.725,116.375,113.225
3.204,,4688000,914000,1354000,625000,105000,4938000,40000,11000,11000,205000,68000,65000,2071000,3006000,5077000,25000000,116.6,113,90.5,110.75,115.925,113.9,108.725,116.375,113.225
3.404,,4688000,907000,1544000,1200000,105000,4938000,20000,14000,11000,214000,68000,65000,2102000,2784000,4886000,25000000,116.6,113,90.5,110.75,115.925,113.9,108.725,116.375,113.225
3.604,,4688000,1176000,1971000,826000,670000,5486000,40000,11000,11000,214000,68000,65000,2264000,3942000,6206000,25000000,116.6,112.55,90.5,110.75,115.925,113.9,108.725,116.375,113.225
3.804,,4682000,928000,1339000,589000,105000,5486000,30000,14000,11000,214000,72000,65000,2168000,3177000,5345000,25000000,116.6,112.55,90.5,110.75,115.8116,113.9,108.725,116.375,113.3366
4.004,,4682000,1198000,1267000,733000,105000,5329000,30000,14000,4000,222000,68000,65000,2211000,3131000,5342000,25000000,116.6,112.55,90.5,110.75,115.8116,113.9,108.725,116.375,113.3366
4.204,,4682000,914000,1330000,992000,105000,5329000,30000,14000,11000,222000,68000,65000,2307000,2995000,5302000,25000000,116.6,112.55,90.5,110.75,115.8116,113.9,108.725,116.375,113.3366
4.404,,4880000,1132000,1267000,711000,105000,5329000,30000,14000,11000,222000,68000,65000,2262000,3317000,5579000,25000000,116.6,112.55,90.5,110.75,115.8116,113.9,108.725,116.375,113.3366
4.604,,4880000,847000,1243000,935000,105000,5537000,30000,14000,11000,266000,72000,65000,2346000,2701000,5047000,25000000,116.6,112.55,90.5,110.75,115.8116,113.9,108.725,116.375,113.3366
4.804,,4880000,1110000,1267000,731000,105000,5537000,20000,14000,11000,266000,68000,65000,2414000,2756000,5170000,25000000,116.6,113,90.5,110.8616,115.925,113.9,108.8366,116.375,113.3366
5.004,,4703000,1198000,1243000,504000,105000,5537000,20000,14000,11000,266000,68000,65000,2472000,2706000,5178000,25000000,116.6,112.55,90.5,110.8616,115.925,113.9,108.8366,116.375,113.3366
5.203,,4703000,1073000,1204000,569000,105000,5555000,30000,14000,11000,205000,68000,65000,2462000,3242000,5704000,25000000,116.6,112.55,90.5,110.8616,115.925,113.9,108.8366,116.375,113.3366
5.403,,4703000,798000,1275000,665000,105000,5555000,20000,32000,14000,205000,68000,65000,2383000,2872000,5255000,25000000,116.6,112.55,90.5,110.8616,115.925,113.9,108.8366,116.375,113.3366
5.603,,4920000,731000,1107000,772000,105000,5555000,40000,14000,11000,218000,70000,65000,2390000,2978000,5368000,25000000,116.6,113,90.5,110.8616,115.925,113.9,108.8366,116.375,113.3366
5.804,,4920000,1140000,1196000,691000,105000,5349000,40000,11000,11000,218000,70000,65000,2274000,4310000,6584000,25000000,116.6,113,90.5,110.8616,115.925,114.0116,108.8366,116.375,113.45
6.003,,4920000,1110000,1243000,706000,105000,5349000,20000,14000,11000,218000,68000,65000,2348000,3357000,5705000,25000000,116.6,112.55,90.5,110.8616,115.925,114.0116,108.8366,116.375,113.45
6.204,,4709000,1050000,1924000,980000,105000,5349000,198000,699000,36000,242000,86000,65000,2426000,3852000,6278000,25000000,116.6,113,90.5,110.8616,115.925,114.0116,108.8366,116.375,113.45
