time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.003,,4959000,751000,2090000,1250000,105000,5734000,83000,14000,7000,188000,58000,68000,2528000,3609000,6137000,25000000,122,117.95,99.68,115.1366,120.2,117.95,113.9,121.1,117.6116
0.203,,5066000,860000,1348000,731000,105000,5734000,28000,14000,11000,188000,46000,68000,2422000,4219000,6641000,25000000,122,118.4,99.68,115.1366,120.2,117.95,113.9,121.1,117.6116
0.402,,5066000,839000,1204000,1129000,105000,5946000,18000,78000,11000,188000,49000,68000,2459000,5792000,8251000,25000000,122,118.4,99.68,115.1366,120.2,117.95,113.9,121.1,117.6116
0.602,,5066000,757000,1330000,1440000,105000,5946000,18000,81000,11000,289000,51000,68000,2575000,5025000,7600000,25000000,122,118.4,99.68,115.1366,120.2,117.95,113.9,121.1,117.6116
0.803,,5118000,819000,1235000,840000,105000,6077000,18000,643000,7000,289000,63000,68000,2469000,4160000,6629000,25000000,122,118.4,99.68,115.1366,120.3116,117.95,113.7866,121.1,117.725
1.003,,5118000,757000,1267000,1300000,105000,6077000,18000,35000,11000,289000,49000,68000,2499000,5425000,7924000,25000000,122,118.4,99.68,115.1366,120.3116,117.95,113.7866,121.1,117.725
1.202,,5365000,798000,1179000,1700000,105000,6077000,18000,35000,11000,284000,51000,68000,2360000,3830000,6190000,25000000,122,118.4,99.68,115.1366,120.3116,117.95,113.7866,121.1,117.725
1.403,,5365000,751000,1267000,1209000,105000,6183000,18000,35000,11000,284000,51000,68000,2420000,7140000,9560000,25000000,122,117.95,99.68,115.1366,120.3116,117.95,113.7866,121.1,117.725
1.603,,5365000,1048000,1204000,1169000,105000,6183000,18000,35000,11000,284000,51000,68000,2329000,6572000,8901000,25000000,122,117.95,99.68,115.1366,120.3116,117.95,113.7866,121.1,117.725
1.802,,5402000,833000,1171000,1814000,3413000,6183000,18000,14000,11000,285000,51000,68000,2300000,3634000,5934000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.9,121.2116,117.725
2.003,,5402000,874000,1243000,1820000,2016000,6172000,37000,14000,14000,285000,51000,68000,2294000,6233000,8527000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.9,121.2116,117.725
2.202,,5402000,874000,1267000,1260000,1970000,6172000,28000,11000,11000,285000,51000,68000,2265000,5716000,7981000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.9,121.2116,117.725
2.402,,5399000,874000,1354000,1560000,3173000,6172000,28000,11000,11000,282000,51000,68000,2249000,5530000,7779000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.9,121.2116,117.725
2.603,,5399000,874000,1530000,1594000,2558000,6194000,28000,14000,14000,282000,49000,68000,2249000,7919000,10168000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.9,121.2116,117.725
2.803,,5399000,914000,1458000,968000,3494000,6194000,28000,11000,11000,282000,51000,68000,2264000,5444000,7708000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
3.003,,5365000,874000,1211000,860000,105000,6194000,28000,14000,11000,260000,51000,68000,2262000,2980000,5242000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
3.202,,5365000,914000,1267000,1169000,2334000,6218000,28000,14000,11000,260000,51000,68000,2308000,3148000,5456000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
3.403,,5365000,874000,1267000,887000,2390000,6218000,28000,14000,14000,260000,51000,68000,2292000,3225000,5517000,25000000,122,117.95,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
3.603,,5350000,914000,1324000,1260000,105000,6218000,37000,14000,11000,217000,48000,68000,2230000,3623000,5853000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
3.803,,5350000,907000,1615000,1520000,2240000,6220000,18000,11000,11000,217000,48000,68000,2261000,3160000,5421000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
4.003,,5350000,935000,1805000,887000,2366000,6220000,18000,81000,7000,223000,52000,68000,2303000,3260000,5563000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
4.203,,5188000,874000,1853000,751000,2471000,6220000,18000,35000,11000,223000,51000,68000,2252000,3568000,5820000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
4.403,,5188000,1068000,1243000,726000,105000,6017000,18000,664000,7000,223000,54000,68000,2214000,2705000,4919000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
4.603,,5188000,1097000,1568000,670000,775000,6017000,18000,81000,14000,219000,63000,68000,2226000,8198000,10424000,25000000,122,117.5,99.68,115.1366,120.3116,118.0616,113.7866,121.1,117.725
4.803,,5380000,1068000,1663000,980000,105000,6017000,18000,35000,11000,219000,51000,68000,2245000,3167000,5412000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.675,121.1,117.725
5.003,,5380000,1048000,1615000,589000,356000,6218000,18000,35000,11000,219000,52000,68000,2277000,2843000,5120000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.675,121.1,117.725
5.203,,5380000,914000,1710000,614000,230000,6218000,18000,35000,11000,236000,49000,68000,2272000,3041000,5313000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.675,121.1,117.725
5.403,,5417000,935000,1267000,660000,586000,6218000,18000,11000,11000,236000,49000,68000,2317000,2755000,5072000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.675,121.1,117.725
5.603,,5417000,914000,1615000,820000,5174000,6234000,18000,11000,11000,236000,48000,68000,2347000,3308000,5655000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.675,121.1,117.725
5.803,,5392000,874000,1829000,806000,105000,6234000,28000,14000,11000,221000,46000,68000,2308000,2885000,5193000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.7866,120.9866,117.6116
6.002,,5392000,914000,1544000,1126000,105000,6218000,74000,680000,40000,221000,58000,68000,2318000,3858000,6176000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.7866,120.9866,117.6116
6.202,,5392000,1016000,1267000,1263000,104000,6218000,18000,653000,25000,221000,62000,68000,2324000,3233000,5557000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.7866,120.9866,117.6116
6.402,,5402000,867000,1259000,700000,105000,6218000,18000,84000,14000,298000,49000,68000,2350000,3251000,5601000,25000000,122,117.5,99.68,115.1366,120.2,117.95,113.7866,120.9866,117.6116
6.602,,5402000,806000,1267000,1351000,105000,6207000,18000,38000,11000,298000,48000,68000,2352000,3088000,5440000,25000000,122,117.95,99.68,115.1366,120.2,117.95,113.7866,120.9866,117.6116
6.803,,5402000,1028000,1853000,1440000,1110000,6207000,18000,38000,11000,298000,46000,68000,2409000,2981000,5390000,25000000,122,117.95,99.68,115.025,120.2,117.95,113.7866,120.9866,117.6116
7.002,,5331000,914000,1948000,670000,105000,6207000,18000,35000,14000,212000,46000,68000,2341000,2867000,5208000,25000000,122,117.5,99.68,115.025,120.2,117.95,113.7866,120.9866,117.6116
7.203,,5331000,833000,1196000,940000,105000,6059000,18000,14000,11000,212000,46000,68000,2390000,3567000,5957000,25000000,122,117.5,99.68,115.025,120.2,117.95,113.7866,120.9866,117.6116
7.403,,5331000,968000,1853000,755000,105000,6059000,18000,14000,11000,212000,49000,68000,2369000,3322000,5691000,25000000,122,117.5,99.68,115.025,120.2,117.95,113.7866,120.9866,117.6116
7.603,,5231000,1028000,1615000,1391000,105000,6059000,28000,14000,11000,217000,46000,68000,2417000,3939000,6356000,25000000,122,117.5,99.68,115.025,120.2,117.95,113.7866,120.9866,117.6116
7.802,,5231000,1270000,1506000,670000,325000,6061000,28000,14000,11000,217000,48000,68000,2247000,3654000,5901000,25000000,122,117.5,99.68,115.025,120.2,117.8366,113.9,120.875,117.6116
8.002,,5231000,798000,1324000,584000,105000,6061000,18000,14000,11000,217000,46000,68000,2404000,3171000,5575000,25000000,122,117.05,99.68,115.025,120.2,117.8366,113.9,120.875,117.6116
8.203,,5194000,792000,1164000,665000,105000,6061000,18000,35000,11000,243000,46000,68000,2392000,3166000,5558000,25000000,122,117.05,99.68,115.025,120.2,117.8366,113.9,120.875,117.6116
8.403,,5194000,792000,1639000,840000,105000,6064000,18000,35000,11000,243000,46000,68000,2378000,3786000,6164000,25000000,122,117.05,99.68,115.025,120.2,117.8366,113.9,120.875,117.6116
8.604,,5194000,914000,1829000,960000,105000,6064000,18000,35000,11000,243000,46000,68000,2408000,2914000,5322000,25000000,122,117.05,99.68,115.025,120.2,117.8366,113.9,120.875,117.6116
8.803,,4978000,1016000,1496000,593000,105000,6064000,18000,35000,4000,205000,49000,68000,2217000,3384000,5601000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.6116
9.003,,4978000,853000,1781000,614000,105000,5902000,28000,11000,7000,205000,46000,68000,2290000,2950000,5240000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.6116
9.203,,4978000,798000,1227000,665000,105000,5902000,18000,14000,11000,205000,46000,68000,2249000,3746000,5995000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.6116
9.403,,5200000,792000,1219000,1260000,105000,5902000,28000,16000,11000,205000,46000,68000,2239000,3669000,5908000,25000000,122,117.5,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.6116
9.602,,5200000,737000,1171000,1720000,105000,5939000,18000,14000,11000,205000,49000,68000,2340000,4695000,7035000,25000000,122,117.5,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.6116
9.803,,5200000,1189000,1171000,731000,2905000,5939000,18000,35000,11000,247000,49000,68000,2264000,3480000,5744000,25000000,122,117.5,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.5
10.003,,5228000,819000,1913000,1200000,105000,5939000,18000,35000,11000,247000,46000,68000,2395000,3437000,5832000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.5
10.204,,5228000,874000,1758000,1940000,105000,5990000,18000,35000,11000,247000,49000,68000,2402000,5472000,7874000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.5
10.403,,5212000,819000,1396000,1340000,105000,5990000,18000,35000,11000,226000,49000,68000,2332000,4589000,6921000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.5
10.602,,5212000,813000,1259000,840000,712000,5993000,28000,14000,11000,226000,51000,68000,2211000,8229000,10440000,25000000,122,117.05,99.68,115.025,120.0866,117.8366,113.7866,120.875,117.5
10.802,,5212000,928000,1362000,1100000,105000,5993000,37000,11000,14000,226000,46000,68000,2220000,3554000,5774000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
11.003,,5173000,874000,1124000,1934000,168000,5993000,28000,14000,14000,257000,51000,68000,2240000,9589000,11829000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
11.203,,5173000,874000,1315000,1660000,105000,6013000,18000,35000,11000,257000,51000,68000,2244000,7276000,9520000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
11.403,,5173000,874000,1496000,860000,2640000,6013000,18000,35000,11000,257000,51000,68000,2273000,7909000,10182000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
11.603,,5176000,853000,1235000,980000,5830000,6013000,18000,35000,7000,235000,51000,68000,2203000,2993000,5196000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
11.802,,5176000,935000,1354000,1580000,105000,6035000,18000,35000,14000,235000,48000,68000,2218000,3829000,6047000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
12.003,,5176000,914000,1698000,1220000,3413000,6035000,37000,14000,4000,235000,51000,68000,2240000,3544000,5784000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
12.203,,5212000,874000,1339000,887000,2395000,6035000,18000,14000,11000,254000,48000,68000,2268000,2998000,5266000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
12.403,,5212000,914000,1520000,847000,4933000,6052000,28000,14000,11000,254000,48000,68000,2283000,2921000,5204000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
12.603,,5212000,975000,1520000,1041000,2354000,6052000,37000,14000,11000,254000,49000,68000,2367000,3075000,5442000,25000000,122,117.05,99.68,115.025,119.975,117.725,113.675,120.7616,117.5
