time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.004,,5094000,798000,1639000,614000,105000,5937000,79000,32000,14000,124000,83000,65000,2513000,3129000,5642000,25000000,118.4,114.8,94.82,111.9866,117.275,115.025,110.6366,117.8366,114.575
0.204,,5094000,757000,1315000,1500000,105000,5946000,10000,32000,11000,124000,68000,65000,2442000,3746000,6188000,25000000,118.4,114.8,94.82,111.9866,117.275,115.025,110.6366,117.8366,114.575
0.404,,5094000,819000,1171000,665000,105000,5946000,10000,32000,11000,265000,68000,65000,2448000,3273000,5721000,25000000,118.4,114.8,94.82,111.9866,117.275,115.025,110.6366,117.8366,114.575
0.603,,5139000,860000,1449000,614000,105000,5946000,20000,76000,7000,265000,72000,65000,2366000,3684000,6050000,25000000,118.4,114.8,94.82,111.9866,117.275,115.025,110.6366,117.8366,114.575
0.804,,5139000,907000,1564000,746000,105000,5931000,10000,32000,11000,265000,68000,65000,2439000,3227000,5666000,25000000,118.4,114.35,94.82,111.9866,117.275,115.1366,110.6366,117.8366,114.575
1.004,,5139000,798000,1781000,589000,105000,5931000,20000,76000,11000,246000,68000,65000,2348000,3669000,6017000,25000000,118.4,114.8,94.82,111.9866,117.275,115.1366,110.6366,117.8366,114.575
1.204,,5203000,819000,1116000,1320000,105000,5931000,20000,32000,11000,246000,70000,65000,2387000,3820000,6207000,25000000,118.4,114.8,94.82,111.9866,117.275,115.1366,110.6366,117.8366,114.575
1.404,,5203000,874000,1520000,860000,105000,5922000,20000,32000,11000,246000,68000,65000,2366000,3822000,6188000,25000000,118.4,114.35,94.82,111.9866,117.275,115.1366,110.6366,117.8366,114.575
1.604,,5203000,798000,1339000,1540000,105000,5922000,10000,32000,11000,271000,72000,65000,2335000,6713000,9048000,25000000,118.4,114.35,94.82,111.9866,117.275,115.1366,110.6366,117.8366,114.575
1.804,,5255000,819000,1267000,1340000,105000,5922000,20000,11000,11000,271000,72000,65000,2351000,6856000,9207000,25000000,118.4,114.35,94.82,112.1,117.275,115.1366,110.6366,117.8366,114.575
2.004,,5255000,792000,1506000,1300000,105000,6220000,20000,11000,11000,271000,68000,65000,2321000,6274000,8595000,25000000,118.4,114.35,94.82,112.1,117.275,115.1366,110.6366,117.8366,114.575
