time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.003,,5432000,970000,1339000,1160000,105000,6251000,30000,14000,11000,218000,72000,74000,2315000,4307000,6622000,25000000,125.6,121.1,84.92,120.65,123.35,122.225,116.15,124.925,122.3366
0.204,,5212000,1300000,1235000,2098000,419000,6251000,20000,11000,7000,218000,70000,79000,2288000,4592000,6880000,25000000,125.6,121.1,84.92,120.65,123.35,122.225,116.15,124.925,122.3366
0.403,,5212000,975000,1330000,614000,105000,6251000,20000,14000,11000,101000,70000,74000,2375000,3765000,6140000,25000000,125.6,121.1,84.92,120.65,123.35,122.225,116.15,124.925,122.3366
0.604,,5212000,1076000,1710000,1000000,398000,6315000,30000,14000,11000,101000,74000,72000,2400000,3316000,5716000,25000000,125.6,121.1,84.92,120.65,123.35,122.225,116.15,124.925,122.3366
0.804,,5353000,819000,1315000,1120000,105000,6315000,20000,14000,11000,109000,68000,72000,2388000,6632000,9020000,25000000,125.6,121.1,84.92,120.65,123.35,122.225,116.15,124.925,122.3366
1.002,,5353000,847000,1267000,751000,105000,6315000,20000,11000,11000,109000,70000,72000,2424000,3654000,6078000,25000000,125.6,121.1,84.74,120.65,123.35,122.3366,116.15,125.0366,122.45
1.202,,5353000,907000,1473000,1100000,105000,6128000,20000,11000,11000,109000,68000,74000,2371000,3566000,5937000,25000000,125.6,121.1,84.74,120.65,123.35,122.3366,116.15,125.0366,122.45
1.403,,5304000,1097000,1306000,569000,105000,6128000,20000,14000,11000,86000,70000,72000,2352000,3793000,6145000,25000000,125.6,121.1,84.74,120.65,123.35,122.3366,116.15,125.0366,122.45
1.603,,5304000,948000,1354000,765000,105000,6128000,20000,14000,7000,86000,68000,74000,2360000,3654000,6014000,25000000,125.6,121.1,84.74,120.65,123.35,122.3366,116.15,125.0366,122.45
1.803,,5304000,1028000,1354000,691000,105000,6353000,30000,14000,11000,86000,70000,72000,2375000,3423000,5798000,25000000,125.6,121.55,84.74,120.65,123.35,122.3366,116.15,125.0366,122.45
2.003,,5469000,907000,1306000,614000,105000,6353000,20000,11000,7000,110000,72000,72000,2358000,3825000,6183000,25000000,125.6,121.1,84.92,120.65,123.4616,122.45,116.15,125.0366,122.5616
2.203,,5469000,914000,1330000,691000,105000,6353000,20000,5000,11000,110000,72000,72000,2323000,3741000,6064000,25000000,125.6,121.1,84.92,120.65,123.4616,122.45,116.15,125.0366,122.5616
2.403,,5469000,907000,1306000,1240000,105000,6333000,30000,8000,7000,110000,70000,72000,2341000,4151000,6492000,25000000,125.6,121.1,84.92,120.65,123.4616,122.45,116.15,125.0366,122.5616
2.604,,5453000,806000,1663000,942000,105000,6333000,30000,8000,7000,98000,70000,72000,2326000,2746000,5072000,25000000,125.6,121.1,84.92,120.65,123.4616,122.45,116.15,125.0366,122.5616
2.802,,5453000,798000,1267000,740000,105000,6333000,30000,11000,11000,98000,70000,72000,2364000,3768000,6132000,25000000,125.6,121.1,84.92,120.65,123.4616,122.45,116.15,125.0366,122.5616
3.003,,5453000,792000,1324000,691000,105000,6220000,30000,11000,11000,98000,70000,72000,2297000,3537000,5834000,25000000,125.6,121.55,84.92,120.65,123.4616,122.5616,116.15,125.15,122.5616
3.203,,5188000,874000,1315000,928000,105000,6220000,30000,5000,11000,129000,68000,72000,2377000,3324000,5701000,25000000,125.6,121.1,84.92,120.65,123.4616,122.5616,116.15,125.15,122.5616
3.402,,5188000,798000,1473000,706000,105000,6220000,40000,14000,11000,129000,68000,72000,2232000,4367000,6599000,25000000,125.6,121.1,84.92,120.65,123.4616,122.5616,116.15,125.15,122.5616
3.603,,5188000,874000,1339000,860000,105000,6050000,10000,35000,11000,129000,68000,72000,2246000,3634000,5880000,25000000,125.6,121.1,84.92,120.65,123.4616,122.5616,116.15,125.15,122.5616
3.803,,5112000,928000,1971000,620000,105000,6050000,20000,35000,7000,112000,70000,72000,2214000,3468000,5682000,25000000,125.6,121.1,84.92,120.65,123.4616,122.5616,116.15,125.15,122.5616
