wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
5319000,853000,2090000,1471000,105000,6079000,20000,14000,11000,207000,72000,63000,2459000,5500000,7959000,25000000,109.4,105.8,88.16,102.875,108.6116,106.8116,100.2866,108.725,105.8
5316000,874000,1649000,1189000,5220000,5891000,20000,11000,11000,207000,72000,63000,2434000,4604000,7038000,25000000,109.4,106.25,88.16,102.9866,108.725,107.0366,100.4,108.8366,105.9116
5316000,853000,1615000,1199000,3778000,5891000,30000,11000,11000,207000,74000,63000,2465000,3963000,6428000,25000000,109.4,105.8,88.16,102.9866,108.725,107.0366,100.4,108.8366,105.9116
5316000,874000,1339000,1927000,5099000,5891000,20000,11000,11000,287000,77000,63000,2451000,4751000,7202000,25000000,109.4,105.8,88.16,102.9866,108.725,107.0366,100.4,108.8366,105.9116
5386000,914000,1829000,1000000,5708000,6023000,20000,11000,11000,287000,74000,63000,2473000,4308000,6781000,25000000,109.4,106.25,88.16,102.9866,108.725,107.0366,100.4,108.8366,105.9116
5386000,874000,1544000,1820000,105000,6023000,20000,14000,11000,287000,72000,63000,2398000,3901000,6299000,25000000,109.4,106.25,88.16,102.9866,108.725,107.0366,100.4,108.8366,105.9116
5386000,935000,1315000,1940000,2661000,6023000,30000,11000,7000,315000,68000,63000,2439000,3998000,6437000,25000000,109.4,106.25,88.16,103.1,108.8366,107.15,100.5116,108.95,106.1366
5377000,1239000,1568000,992000,105000,6075000,20000,14000,14000,315000,68000,63000,2461000,4196000,6657000,25000000,109.4,106.25,88.16,103.1,108.8366,107.15,100.5116,108.95,106.1366
5377000,1178000,1758000,766000,105000,6075000,20000,14000,7000,315000,70000,63000,2419000,3681000,6100000,25000000,109.4,106.25,88.16,103.1,108.8366,107.15,100.5116,108.95,106.1366
5377000,1076000,1853000,1500000,105000,6075000,20000,11000,11000,314000,72000,63000,2382000,3967000,6349000,25000000,109.4,106.25,88.16,103.1,108.8366,107.15,100.5116,108.95,106.1366
5420000,914000,2233000,1199000,105000,6105000,20000,73000,11000,314000,79000,63000,2428000,4047000,6475000,25000000,109.4,106.25,88.16,103.1,108.8366,107.15,100.5116,108.95,106.1366
5420000,935000,2114000,987000,105000,6105000,30000,11000,11000,314000,72000,63000,2434000,3838000,6272000,25000000,109.4,106.25,88.16,103.325,108.95,107.2616,100.625,109.175,106.25
