time,events,wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
19.204,,5481000,1110000,1900000,826000,2455000,6687000,223000,0,8000,4000,72000,72000,2449000,3975000,6424000,25000000,127.4,124.7,97.88,120.2,125.9366,123.4616,118.2866,126.725,123.125
19.405,,5481000,1050000,1948000,856000,2372000,6687000,223000,0,8000,11000,70000,70000,2458000,5148000,7606000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.4616,118.2866,126.725,123.125
19.604,,5481000,1118000,1267000,798000,775000,6700000,223000,0,8000,4000,70000,70000,2485000,5214000,7699000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.4616,118.2866,126.725,123.125
19.804,,5496000,1140000,1354000,1109000,858000,6700000,208000,0,8000,11000,77000,72000,2468000,4663000,7131000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.4616,118.2866,126.725,123.125
20.004,,5496000,1487000,1686000,1351000,3474000,6700000,208000,0,8000,4000,70000,70000,2384000,5625000,8009000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.4616,118.2866,126.725,123.125
20.203,,5496000,1442000,1615000,731000,5586000,6678000,212000,20000,84000,0,70000,70000,2383000,5176000,7559000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.4616,118.2866,126.725,123.125
20.404,,5505000,1363000,1781000,853000,921000,6678000,212000,10000,38000,4000,72000,70000,2396000,9830000,12226000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.35,118.2866,126.725,123.125
20.605,,5505000,1184000,1639000,1008000,858000,6678000,212000,10000,38000,4000,70000,70000,2497000,4159000,6656000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.35,118.2866,126.725,123.125
20.804,,5505000,1251000,1674000,1028000,1138000,6648000,214000,10000,38000,4000,72000,72000,2479000,5209000,7688000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.35,118.2866,126.725,123.125
21.005,,5539000,1318000,1663000,1834000,3250000,6648000,214000,10000,38000,4000,72000,72000,2471000,9530000,12001000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.35,118.2866,126.725,123.125
21.204,,5539000,1642000,1568000,2379000,858000,6648000,214000,119000,702000,32000,90000,70000,2526000,5061000,7587000,25000000,127.4,124.7,97.88,120.0866,125.9366,123.35,118.2866,126.725,123.125
21.403,,5554000,1162000,1805000,867000,105000,6442000,236000,20000,670000,4000,88000,70000,2485000,4540000,7025000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.2866,126.6116,123.125
21.603,,5554000,1251000,1781000,1371000,105000,6442000,236000,20000,702000,4000,90000,70000,2398000,6440000,8838000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.2866,126.6116,123.125
21.804,,5554000,1162000,1948000,1126000,104000,6353000,236000,20000,675000,4000,90000,70000,2395000,4526000,6921000,25000000,127.4,125.15,97.88,120.0866,125.825,123.35,118.2866,126.6116,123.125
22.004,,5155000,1140000,1544000,1199000,105000,6353000,220000,10000,672000,4000,90000,70000,2456000,4398000,6854000,25000000,127.4,125.15,97.88,120.0866,125.825,123.35,118.2866,126.6116,123.125
22.204,,5155000,1273000,1805000,1190000,105000,6353000,220000,50000,702000,25000,90000,70000,2317000,4375000,6692000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.2866,126.6116,123.125
22.404,,5155000,1162000,1781000,726000,104000,5860000,220000,59000,672000,4000,90000,70000,2361000,4073000,6434000,25000000,127.4,125.15,97.88,120.0866,125.825,123.35,118.4,126.6116,123.0116
22.604,,4721000,1162000,2399000,1229000,105000,5860000,197000,79000,678000,4000,90000,70000,2283000,4158000,6441000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.4,126.6116,123.0116
22.803,,4721000,1273000,1853000,1477000,104000,5860000,197000,20000,672000,18000,74000,70000,2253000,4435000,6688000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.4,126.6116,123.0116
23.003,,4721000,1207000,1829000,1328000,2255000,5895000,197000,10000,43000,4000,70000,70000,2309000,4612000,6921000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.4,126.6116,123.0116
23.204,,4584000,1442000,1378000,1068000,105000,5895000,224000,20000,672000,4000,90000,70000,2283000,5163000,7446000,25000000,127.4,124.7,97.88,120.0866,125.825,123.35,118.4,126.6116,123.0116
23.404,,4584000,1198000,1924000,1242000,104000,5895000,224000,20000,675000,4000,90000,70000,2323000,4464000,6787000,25000000,127.4,124.7,97.88,119.975,125.7116,123.125,118.7366,126.5,122.9
23.604,,4584000,1184000,1544000,1713000,105000,5873000,224000,20000,675000,4000,90000,70000,2334000,4762000,7096000,25000000,127.4,124.25,97.88,119.975,125.7116,123.125,118.7366,126.5,122.9
23.804,,4709000,1287000,1758000,1424000,104000,5873000,202000,20000,678000,4000,95000,70000,2310000,4850000,7160000,25000000,127.4,124.25,97.88,119.975,125.7116,123.125,118.7366,126.5,122.9
24.004,,4709000,1118000,1354000,2398000,838000,5873000,202000,20000,675000,4000,90000,70000,2390000,4664000,7054000,25000000,127.4,124.25,97.88,119.975,125.7116,123.125,118.7366,126.5,122.9
24.204,,4709000,1442000,1686000,1284000,105000,5845000,202000,10000,675000,4000,90000,70000,2354000,3980000,6334000,25000000,127.4,124.25,97.88,119.975,125.7116,123.125,118.7366,126.5,122.9
24.403,,4773000,1598000,1568000,1242000,104000,5845000,219000,10000,92000,4000,90000,70000,2298000,4421000,6719000,25000000,127.4,124.25,97.88,119.975,125.6,123.0116,118.85,126.3866,122.7866
24.604,,4773000,1176000,1473000,1263000,104000,5845000,219000,89000,678000,4000,90000,70000,2347000,4558000,6905000,25000000,127.4,124.25,97.88,119.975,125.6,123.0116,118.85,126.3866,122.7866
