time,events,wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
22.004,,5527000,1287000,1971000,899000,4449000,6446000,221000,0,5000,11000,70000,70000,2860000,7217000,10077000,25000000,125.6,128.3,91.22,117.8366,124.7,122.1116,115.025,124.925,121.1
22.203,,5569000,1731000,1710000,1284000,6195000,6446000,193000,10000,81000,0,74000,70000,2974000,8743000,11717000,25000000,125.6,128.3,91.22,117.8366,124.7,122.1116,115.025,124.925,121.1
22.404,,5569000,2663000,1971000,1328000,6013000,6446000,193000,0,35000,4000,70000,70000,2930000,9642000,12572000,25000000,125.6,128.3,91.22,117.8366,124.7,122.1116,115.025,124.925,121.1
22.603,,5569000,1731000,1568000,1208000,2477000,6612000,219000,0,35000,4000,70000,70000,3110000,10645000,13755000,25000000,125.6,128.3,91.22,117.95,124.925,122.3366,115.1366,125.0366,121.325
22.804,,5594000,1820000,2233000,1584000,6094000,6612000,219000,0,35000,4000,70000,70000,3020000,7477000,10497000,25000000,125.6,128.75,91.22,117.95,124.925,122.3366,115.1366,125.0366,121.325
23.003,,5594000,1553000,2423000,2269000,6256000,6612000,219000,0,5000,4000,70000,72000,3163000,4837000,8000000,25000000,125.6,128.3,91.22,117.95,124.925,122.3366,115.1366,125.0366,121.325
23.204,,5594000,1686000,2803000,1263000,886000,6811000,234000,0,5000,7000,70000,70000,3149000,10072000,13221000,25000000,125.6,128.75,91.22,117.95,124.925,122.3366,115.1366,125.0366,121.325
23.404,,5877000,2530000,1663000,1242000,105000,6811000,234000,0,5000,7000,70000,70000,3219000,7895000,11114000,25000000,125.6,128.3,91.22,117.95,124.925,122.3366,115.1366,125.0366,121.325
23.603,,5877000,1509000,2233000,1754000,873000,6811000,234000,0,5000,7000,77000,70000,3081000,10249000,13330000,25000000,125.6,128.3,91.22,117.95,125.15,122.5616,115.1366,125.375,121.55
23.803,,5902000,1442000,1948000,2013000,1843000,6809000,228000,0,5000,4000,70000,70000,3240000,7171000,10411000,25000000,125.6,128.75,91.22,117.95,125.15,122.5616,115.1366,125.375,121.55
24.004,,5902000,1686000,2541000,1884000,105000,6809000,228000,0,5000,7000,70000,70000,3195000,8309000,11504000,25000000,125.6,128.75,91.22,117.95,125.15,122.5616,115.1366,125.375,121.55
24.203,,5902000,1497000,2636000,2056000,2006000,6809000,228000,0,5000,4000,70000,72000,3150000,4683000,7833000,25000000,125.6,128.75,91.22,117.95,125.15,122.5616,115.1366,125.375,121.55
24.403,,5929000,2418000,2446000,847000,2334000,6767000,210000,0,5000,4000,70000,72000,3150000,5286000,8436000,25000000,127.4,128.75,91.22,117.95,125.15,122.5616,115.1366,125.375,121.55
24.603,,5929000,1487000,2161000,2197000,4667000,6767000,210000,0,8000,11000,70000,72000,3074000,4756000,7830000,25000000,127.4,128.75,91.22,118.0616,125.2616,122.7866,115.1366,125.4866,121.6616
24.803,,5929000,1430000,3421000,2401000,4565000,6732000,210000,0,5000,4000,70000,72000,3111000,7246000,10357000,25000000,127.4,129.2,91.22,118.0616,125.2616,122.7866,115.1366,125.4866,121.6616
25.002,,5908000,1531000,1639000,1798000,105000,6732000,220000,0,5000,4000,70000,72000,3068000,8864000,11932000,25000000,127.4,129.65,91.22,118.0616,125.2616,122.7866,115.1366,125.4866,121.6616
25.202,,5908000,1509000,2399000,1456000,2682000,6732000,220000,0,5000,7000,70000,72000,3089000,5779000,8868000,25000000,127.4,129.2,91.22,118.0616,125.2616,122.7866,115.1366,125.4866,121.6616
25.403,,5908000,1864000,1615000,833000,4237000,6552000,220000,0,5000,7000,70000,70000,3046000,4767000,7813000,25000000,127.4,130.1,91.22,118.0616,125.2616,122.7866,115.1366,125.4866,121.6616
25.603,,5856000,1820000,3016000,1713000,5588000,6552000,209000,0,5000,11000,70000,70000,2999000,7682000,10681000,25000000,127.4,130.1,91.22,118.175,125.4866,122.9,115.1366,125.825,121.8866
