time,events,wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
0.004,,5090000,914000,1449000,820000,3535000,5869000,79000,84000,14000,257000,92000,70000,2309000,3288000,5597000,25000000,125.6,122,91.22,119.1866,124.5866,122,117.3866,124.8116,121.6616
0.204,,5090000,874000,1530000,1129000,5099000,5643000,20000,38000,7000,257000,72000,70000,2337000,3319000,5656000,25000000,125.6,122,91.22,119.1866,124.5866,122,117.3866,124.8116,121.6616
0.404,,5090000,935000,1686000,1260000,2397000,5643000,20000,38000,14000,257000,70000,70000,2387000,4638000,7025000,25000000,125.6,122,91.22,119.1866,124.5866,122,117.3866,124.8116,121.6616
0.605,,5069000,975000,1710000,1420000,2450000,5643000,20000,38000,11000,291000,70000,70000,2382000,3896000,6278000,25000000,125.6,122,91.22,119.1866,124.5866,122,117.3866,124.8116,121.6616
0.804,,5069000,914000,1267000,1240000,5139000,5851000,30000,11000,11000,291000,74000,70000,2335000,3232000,5567000,25000000,125.6,122,91.22,119.1866,124.5866,122,117.3866,124.8116,121.6616
1.003,,5069000,955000,1449000,610000,105000,5851000,20000,14000,11000,291000,74000,70000,2256000,8717000,10973000,25000000,125.6,122,91.22,119.1866,124.7,122,117.3866,124.925,121.6616
1.204,,4825000,1048000,1805000,691000,105000,5851000,20000,14000,11000,288000,70000,70000,2246000,9171000,11417000,25000000,125.6,122,91.22,119.1866,124.7,122,117.3866,124.925,121.6616
1.404,,4825000,1129000,1663000,630000,105000,5588000,30000,14000,11000,288000,70000,70000,2250000,9630000,11880000,25000000,125.6,121.55,91.22,119.1866,124.7,122,117.3866,124.925,121.6616
1.604,,4825000,1089000,1267000,1560000,105000,5588000,20000,14000,11000,288000,74000,70000,2230000,8996000,11226000,25000000,125.6,122,91.22,119.1866,124.7,122,117.3866,124.925,121.6616
