wearable,soc,cvip,cpu,gpu,5v_sys,nvme_pwr1,nvme_pwr3,nvme_pwr2,wlan,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
4816000,1118000,1275000,1109000,2558000,5654000,10000,32000,4000,280000,74000,65000,2464000,9182000,11646000,25000000,114.8,111.65,92.48,108.5,114.125,112.4366,105.8,114.4616,111.5366
4816000,833000,1188000,1165000,104000,5654000,20000,30000,11000,280000,68000,65000,2472000,3483000,5955000,25000000,114.8,112.1,92.48,108.5,114.125,112.4366,105.8,114.4616,111.5366
4816000,894000,1204000,1134000,104000,5647000,20000,30000,11000,217000,72000,65000,2354000,3454000,5808000,25000000,114.8,111.65,92.48,108.6116,114.35,112.6616,105.9116,114.575,111.65
4996000,853000,1076000,1349000,105000,5647000,20000,30000,4000,217000,68000,65000,2362000,3566000,5928000,25000000,114.8,111.65,92.48,108.6116,114.35,112.6616,105.9116,114.575,111.65
4996000,874000,1204000,1613000,3500000,5647000,10000,32000,11000,217000,74000,65000,2486000,9138000,11624000,25000000,114.8,111.65,92.48,108.6116,114.35,112.6616,105.9116,114.575,111.65
4996000,874000,1171000,1229000,5875000,5165000,20000,32000,11000,204000,74000,65000,2234000,6638000,8872000,25000000,114.8,111.65,92.48,108.6116,114.35,112.6616,105.9116,114.575,111.65
4468000,833000,1107000,1229000,5960000,5165000,20000,11000,11000,204000,74000,65000,2233000,6414000,8647000,25000000,114.8,111.65,92.48,108.6116,114.35,112.6616,105.9116,114.575,111.65
4468000,833000,1131000,1573000,5708000,5165000,20000,11000,11000,204000,74000,65000,2220000,5293000,7513000,25000000,114.8,111.65,92.48,108.725,114.4616,112.6616,106.025,114.6866,111.7616
4468000,853000,1219000,1220000,3480000,5300000,30000,11000,11000,236000,74000,65000,2367000,6503000,8870000,25000000,114.8,111.65,92.48,108.725,114.4616,112.6616,106.025,114.6866,111.7616
4657000,914000,1267000,1693000,5960000,5300000,20000,11000,11000,236000,74000,65000,2413000,6346000,8759000,25000000,114.8,111.65,92.48,108.725,114.4616,112.6616,106.025,114.6866,111.7616
