time,events,wearable,soc,cvip,cpu,gpu,5v_sys,wlan,nvme_pwr1,nvme_pwr3,nvme_pwr2,vddp_run,vddp_s5,LPDDR_PWR,PROC_TOT_PWR,THERM_TOT_PWR,THERM_TOT_PWR-throttle,Tboard_soc1tmp,Tdiode_soc1tmp,battery,chrgr,ddr1,ddr2,mem,mero2,vrm
time,event,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,power,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal,thermal
23.603,,6097000,1073000,1900000,940000,105000,7032000,200000,0,5000,4000,68000,63000,2254000,5454000,7708000,25000000,113,109.4,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
23.802,,6097000,1118000,1900000,840000,105000,6594000,200000,0,5000,11000,68000,63000,2153000,8018000,10171000,25000000,113,109.4,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
24.002,,6097000,1162000,2351000,772000,105000,6594000,217000,0,122000,0,72000,63000,2178000,8312000,10490000,25000000,113,109.85,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
24.203,,5996000,1162000,1615000,691000,105000,6594000,217000,10000,5000,4000,68000,63000,2231000,5973000,8204000,25000000,113,109.85,80.6,107.0366,112.4366,110.6366,104.1116,112.6616,109.85
24.402,,5996000,1140000,1544000,670000,105000,6802000,217000,10000,5000,4000,68000,63000,2250000,3445000,5695000,25000000,113,109.85,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
24.602,,5996000,1140000,1663000,826000,105000,6802000,199000,10000,5000,11000,68000,63000,2224000,3707000,5931000,25000000,113,109.85,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
24.803,,5835000,1118000,1639000,772000,649000,6802000,199000,10000,3000,11000,86000,63000,2186000,3503000,5689000,25000000,113,110.3,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
25.003,,5835000,1118000,1483000,1785000,105000,6818000,199000,10000,32000,11000,68000,63000,2190000,4027000,6217000,25000000,113,110.3,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
25.203,,6192000,1073000,1378000,630000,105000,6818000,202000,0,30000,4000,68000,63000,2200000,4197000,6397000,25000000,113,110.3,80.78,107.15,112.4366,110.75,104.225,112.6616,109.85
25.403,,6192000,1140000,2090000,691000,105000,6818000,202000,0,653000,0,86000,63000,2189000,3655000,5844000,25000000,113,110.3,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
25.602,,6192000,1073000,2066000,995000,105000,7076000,202000,0,30000,11000,68000,63000,2244000,3932000,6176000,25000000,113,110.3,80.6,107.2616,112.55,110.75,104.225,112.8866,109.9616
